image,f1_mic,f2_mic,f3_mic,f4_mic,f5_mic,f6_mic,f7_mic,f8_mic,f9_mic,f10_mic,f11_mic,f12_mic,f13_mic,f14_mic,f15_mic,f16_mic,f17_mic,f18_mic,f19_mic,f20_mic,f21_mic,f22_mic,f23_mic,f24_mic,f25_mic,f26_mic,f27_mic,f28_mic,f29_mic,f30_mic,f31_mic,f32_mic,f33_mic,f34_mic,f35_mic,f36_mic,f37_mic,f38_mic,f39_mic,f40_mic,f41_mic,f42_mic,f43_mic,f44_mic,f45_mic,f46_mic,f47_mic,f48_mic,f49_mic,f50_mic,f51_mic,f52_mic,f53_mic,f54_mic,f55_mic,f56_mic,f57_mic,f58_mic,f59_mic,f60_mic,f61_mic,f62_mic,f63_mic,f64_mic,f1_mac,f2_mac,f3_mac,f4_mac,f5_mac,f6_mac,f7_mac,f8_mac,f9_mac,f10_mac,f11_mac,f12_mac,f13_mac,f14_mac,f15_mac,f16_mac,f17_mac,f18_mac,f19_mac,f20_mac,f21_mac,f22_mac,f23_mac,f24_mac,f25_mac,f26_mac,f27_mac,f28_mac,f29_mac,f30_mac,f31_mac,f32_mac,f33_mac,f34_mac,f35_mac,f36_mac,f37_mac,f38_mac,f39_mac,f40_mac,f41_mac,f42_mac,f43_mac,f44_mac,f45_mac,f46_mac,f47_mac,f48_mac,f49_mac,f50_mac,f51_mac,f52_mac,f53_mac,f54_mac,f55_mac,f56_mac,f57_mac,f58_mac,f59_mac,f60_mac,f61_mac,f62_mac,f63_mac,f64_mac,label
image1.png,1.5741345691310953,1.2998427267271646,1.2416005320724972,1.2589876813302012,1.3028785555579916,1.673665944510575,1.314515371841273,2.7607442529655266,1.319985273200535,1.7210047388449206,1.474479712532304,1.390927975415452,1.6642302532415227,2.059411219562704,5.051505446998754,1.4074632821999047,1.3653069885976215,1.3961308701557924,1.4963309930620385,1.2763795380514396,1.7111292383227406,1.3106885947527582,1.3353195083763014,1.3156346700042962,1.4214632624923234,1.3579329319099012,1.377457591100641,15.638192285880564,1.5940300384763728,1.2958558918022718,1.300095080662123,1.2531410940246395,1.343376286065556,1.8852749755218472,1.3110200771017944,1.3236841244039854,1.6099403802517696,1.2609704539350868,1.3407570295681934,1.348764653135271,1.3338772886441035,1.6236783085022832,1.3306335138194234,1.2675278154186356,1.3535411596107625,1.3002274884131493,1.3215485245701732,1.28136781833389,1.342540412333587,1.2579885101115902,1.2815599861948768,1.2992151197831574,1.4660708833741853,706801.3700747642,1.3185832003412181,1.3491782913470711,1.282176118315376,1.384662637148273,1.3103839894330298,1.3062787103278666,1.284150483090883,1.551473374899882,7944.15839374246,1.3862597505580228,40.0,72.0,72.0,77.0,54.0,22.0,53.0,23.0,39.0,15.0,27.0,46.0,22.0,18.0,27.0,40.0,32.0,41.0,25.0,67.0,15.0,50.0,48.0,45.0,23.0,41.0,37.0,15.0,52.0,49.0,59.0,71.0,29.0,29.0,55.0,57.0,17.0,65.0,76.0,34.0,39.0,29.0,35.0,53.0,28.0,48.0,46.0,34.0,47.0,70.0,58.0,38.0,34.0,16.0,36.0,23.0,65.0,12.0,40.0,22.0,45.0,28.0,19.0,48.0,114.0
image2.png,1.5741345691310953,1.2998427267271646,1.2416005320724972,1.2589876813302012,1.3028785555579916,1.673665944510575,1.314515371841273,2.7607442529655266,1.319985273200535,1.7210047388449206,1.474479712532304,1.390927975415452,1.6642302532415227,2.059411219562704,5.051505446998754,1.4074632821999047,1.3653069885976215,1.3961308701557924,1.4963309930620385,1.2763795380514396,1.7111292383227406,1.3106885947527582,1.3353195083763014,1.3156346700042962,1.4214632624923234,1.3579329319099012,1.377457591100641,15.638192285880564,1.5940300384763728,1.2958558918022718,1.300095080662123,1.2531410940246395,1.343376286065556,1.8852749755218472,1.3110200771017944,1.3236841244039854,1.6099403802517696,1.2609704539350868,1.3407570295681934,1.348764653135271,1.3338772886441035,1.6236783085022832,1.3306335138194234,1.2675278154186356,1.3535411596107625,1.3002274884131493,1.3215485245701732,1.28136781833389,1.342540412333587,1.2579885101115902,1.2815599861948768,1.2992151197831574,1.4660708833741853,706801.3700747642,1.3185832003412181,1.3491782913470711,1.282176118315376,1.384662637148273,1.3103839894330298,1.3062787103278666,1.284150483090883,1.551473374899882,7944.15839374246,1.3862597505580228,40.0,72.0,72.0,77.0,54.0,22.0,53.0,23.0,39.0,15.0,27.0,46.0,22.0,18.0,27.0,40.0,32.0,41.0,25.0,67.0,15.0,50.0,48.0,45.0,23.0,41.0,37.0,15.0,52.0,49.0,59.0,71.0,29.0,29.0,55.0,57.0,17.0,65.0,76.0,34.0,39.0,29.0,35.0,53.0,28.0,48.0,46.0,34.0,47.0,70.0,58.0,38.0,34.0,16.0,36.0,23.0,65.0,12.0,40.0,22.0,45.0,28.0,19.0,48.0,115.0
image3.png,1.5741345691310953,1.2998427267271646,1.2416005320724972,1.2589876813302012,1.3028785555579916,1.673665944510575,1.314515371841273,2.7607442529655266,1.319985273200535,1.7210047388449206,1.474479712532304,1.390927975415452,1.6642302532415227,2.059411219562704,5.051505446998754,1.4074632821999047,1.3653069885976215,1.3961308701557924,1.4963309930620385,1.2763795380514396,1.7111292383227406,1.3106885947527582,1.3353195083763014,1.3156346700042962,1.4214632624923234,1.3579329319099012,1.377457591100641,15.638192285880564,1.5940300384763728,1.2958558918022718,1.300095080662123,1.2531410940246395,1.343376286065556,1.8852749755218472,1.3110200771017944,1.3236841244039854,1.6099403802517696,1.2609704539350868,1.3407570295681934,1.348764653135271,1.3338772886441035,1.6236783085022832,1.3306335138194234,1.2675278154186356,1.3535411596107625,1.3002274884131493,1.3215485245701732,1.28136781833389,1.342540412333587,1.2579885101115902,1.2815599861948768,1.2992151197831574,1.4660708833741853,706801.3700747642,1.3185832003412181,1.3491782913470711,1.282176118315376,1.384662637148273,1.3103839894330298,1.3062787103278666,1.284150483090883,1.551473374899882,7944.15839374246,1.3862597505580228,40.0,72.0,72.0,77.0,54.0,22.0,53.0,23.0,39.0,15.0,27.0,46.0,22.0,18.0,27.0,40.0,32.0,41.0,25.0,67.0,15.0,50.0,48.0,45.0,23.0,41.0,37.0,15.0,52.0,49.0,59.0,71.0,29.0,29.0,55.0,57.0,17.0,65.0,76.0,34.0,39.0,29.0,35.0,53.0,28.0,48.0,46.0,34.0,47.0,70.0,58.0,38.0,34.0,16.0,36.0,23.0,65.0,12.0,40.0,22.0,45.0,28.0,19.0,48.0,116.0
image4.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,123.0
image5.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,118.0
image6.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,120.0
image7.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,122.0
image8.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,119.0
image9.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,121.0
image10.png,23.344717401488317,1.3025135740116096,1.2597898396967493,1.245149626346787,1.3049887393846118,1917.1269704190133,1.6520161924171415,1.5581860465487598,1.402724445181753,1.7009847907272455,1.439107647916162,1.5852735622925793,1.57333706545535,41903.20996358253,1.3669067367974723,1.3810832134261932,1.3832318233235483,1.324221445089599,1.4925384343071042,1.2649655724546103,1.6828173772991721,1.2850026002720691,1.306572271241409,1.2853302654285994,1.416941489168583,1.385743523421412,1.3606642595056473,1.4437261267527253,405.4882219942451,1.3214872715568786,1.314667654517046,1.3660458835788636,1.3058550624709273,1.4081650093212286,1.3095325731994907,1.3133317752587221,1.7464259921642924,1.2747168561244766,1.2751713095188286,1.3534857507756763,1.3261830634253144,1.3674810293343156,1.334023025333236,1.2714637521020102,1.33835384987712,1.2687059190133025,1.2583788894771621,1.330269237727167,1.2746134822987973,1.2826958251898537,1.2793761943883601,1.275818569187979,1.3090977983918686,8.209597614813225,1.2815584614968634,1.3153377212114563,1.2405316706482692,1.666092646091665,1.2758345922400633,1.3024679942020874,1.2861630973673752,1.2709627338376468,1.4345033291764353,1.3281578118857928,41.0,61.0,97.0,112.0,78.0,24.0,67.0,21.0,49.0,27.0,39.0,39.0,18.0,14.0,48.0,56.0,44.0,26.0,30.0,74.0,14.0,44.0,47.0,70.0,16.0,34.0,37.0,9.0,39.0,58.0,54.0,64.0,32.0,47.0,44.0,55.0,14.0,48.0,72.0,24.0,40.0,36.0,30.0,36.0,17.0,47.0,43.0,49.0,49.0,33.0,36.0,34.0,37.0,12.0,29.0,29.0,50.0,14.0,39.0,39.0,29.0,28.0,23.0,26.0,119.0
